Candidate_ID,Gender,Age,Education_Level,University_Type,Experience_Years,Application_Channel,Region,Role_Applied,Ticketing_Tool,Language_Proficiency,Live_Chat_Experience_Months,CSAT_Prior,Typing_Speed_WPM,Night_Shifts,Manager_Score,Interview_Sentiment,Stage_Reached,Offer_Result,Time_to_Hire_Days,Salary_Expectation_USD,Bias_Flag
CFLQUXY4C,Female,55,Bachelor,Public,5.2,LinkedIn,Europe,Customer Support Agent,Intercom,B2,44,90.5,47,No,2.5,1.83,Offer,Hired,27.0,1025,No
CNAAHV61X,Female,36,Master,Private,3.2,Job Board,North America,Senior Support Agent,Intercom,B2,22,88.3,65,No,3.5,0.31,Offer,Not Hired,,1427,Yes
C2G46DQ3R,Male,43,Master,Private,2.3,LinkedIn,APAC,Customer Support Agent,Freshdesk,B1,19,76.6,64,Yes,2.9,0.66,Offer,Hired,38.0,1068,No
C47RCMHRV,Female,27,Master,Public,1.1,Career Site,Andean,Customer Support Agent,Intercom,B2,12,78.7,78,No,2.6,0.04,Offer,Hired,33.0,1028,No
CQHKYAH6D,Non-binary,22,High School,Private,2.3,LinkedIn,APAC,Customer Support Agent,Zendesk,B1,18,90.3,43,Yes,4.2,-0.2,Offer,Not Hired,,1199,No
COHDPSGCE,Male,21,Master,Private,3.9,Recruiting Agency,Andean,Senior Support Agent,Salesforce,B1,34,83.5,62,Yes,4.8,0.84,Offer,Hired,29.0,1765,No
CX4GLMMIB,Male,32,Bachelor,Public,1.8,Job Board,North America,Customer Support Agent,Zendesk,B2,20,84.9,47,No,4.7,0.15,Offer,Not Hired,,885,No
CSMMJ7VPH,Male,19,High School,Public,4.0,LinkedIn,Andean,Senior Support Agent,Zendesk,C1,32,69.2,61,Yes,3.8,0.61,Offer,Not Hired,,1550,No
C25B7ZD1D,Female,34,Bachelor,Private,1.3,Job Board,North America,Senior Support Agent,Intercom,B2,0,87.2,52,No,3.1,0.71,Offer,Not Hired,,1700,No
CBEQWOEH4,Male,31,Master,Private,0.0,Job Board,Pacific,Senior Support Agent,Zendesk,B2,10,84.4,61,Yes,3.3,0.56,Offer,Not Hired,,1889,No
C81D3YSF9,Female,38,Bachelor,Public,5.9,Referral,Andean,Customer Support Agent,Zendesk,C1,45,81.9,38,No,3.6,0.75,Offer,Not Hired,,1501,Yes
CPBHOCLQ8,Male,40,Master,Public,2.6,LinkedIn,North America,Customer Support Agent,Zendesk,B2,16,85.0,65,No,3.0,-0.52,Offer,Not Hired,,1216,No
CDU637G29,Non-binary,30,Bachelor,Public,1.6,Job Board,North America,Customer Support Agent,Intercom,C2,6,78.8,57,No,4.2,-0.57,Offer,Hired,21.0,933,No
CLRTRK88N,Male,35,Bootcamp,Private,1.0,Job Board,Andean,Senior Support Agent,Zendesk,C1,6,77.3,57,No,1.9,0.21,Offer,Not Hired,,1676,No
C2O2VQEXL,Male,21,Bachelor,Private,4.9,Referral,North America,Team Lead,Intercom,B1,36,80.4,78,No,3.1,0.23,Offer,Not Hired,,2465,No
CHG9D25BV,Female,30,Bachelor,Public,7.4,Career Site,Andean,Customer Support Agent,Salesforce,C2,55,78.8,50,Yes,3.9,-0.22,Offer,Not Hired,,1014,No
CUMYOPP2W,Male,55,Bachelor,Private,2.8,LinkedIn,Andean,Customer Support Agent,Intercom,C1,18,99.6,59,Yes,2.7,0.47,Offer,Not Hired,,1178,No
CN7270O1L,Male,55,Master,Public,3.2,LinkedIn,Andean,Customer Support Agent,Zendesk,C1,29,89.6,56,No,3.1,1.07,Offer,Not Hired,,725,No
CJQ8UNQKX,Male,36,Master,Private,6.6,Job Board,North America,Customer Support Agent,Salesforce,B2,65,74.9,57,Yes,3.7,1.32,Offer,Hired,20.0,1191,No
CMTNL8MCN,Female,53,Bootcamp,Private,0.0,LinkedIn,Europe,Customer Support Agent,Zendesk,B2,5,98.3,82,Yes,4.4,1.52,Offer,Hired,21.0,1021,No
CTDLFS08O,Female,37,Bachelor,Public,8.9,LinkedIn,North America,Customer Support Agent,Salesforce,B2,78,79.3,56,No,2.4,-0.93,Offer,Not Hired,,1082,No
C5H2U11TJ,Male,23,Bootcamp,Public,10.2,Referral,Europe,Senior Support Agent,Intercom,C1,79,83.0,48,Yes,2.3,-0.8,Offer,Not Hired,,2074,No
CS387GVDY,Female,51,Bachelor,Public,0.0,LinkedIn,North America,Customer Support Agent,Zendesk,B2,1,89.2,77,Yes,2.6,-0.01,Offer,Not Hired,,892,No
C9BX84OD7,Male,34,Bachelor,Private,3.5,LinkedIn,Europe,Customer Support Agent,Salesforce,B1,31,66.6,51,No,2.2,0.32,Offer,Not Hired,,1145,No
C7U9AWB7Y,Male,41,Bachelor,Private,1.9,Job Board,APAC,Customer Support Agent,Freshdesk,B1,11,80.2,36,No,2.3,0.04,Offer,Not Hired,,1231,No
C6UCAM0F4,Non-binary,43,Master,Public,3.1,Job Board,Pacific,Customer Support Agent,Freshdesk,B1,22,77.6,46,No,2.6,-0.25,Offer,Not Hired,,1128,No
CIRHQQAU2,Female,30,Bachelor,Private,2.7,Career Site,Andean,Senior Support Agent,Zendesk,B2,27,83.9,40,Yes,4.2,-0.02,Offer,Not Hired,,1288,No
C7L559N4U,Non-binary,46,Bachelor,Private,5.9,Job Board,Andean,Customer Support Agent,Intercom,B2,54,85.5,33,Yes,3.1,0.68,Offer,Not Hired,,1323,No
CCJYFP1FR,Female,37,Bachelor,Public,3.5,Referral,North America,Customer Support Agent,Intercom,C2,28,81.7,51,No,3.3,-0.95,Offer,Not Hired,,1065,No
CHTI8C824,Male,32,Bachelor,Public,1.4,LinkedIn,North America,Customer Support Agent,Salesforce,B2,4,81.1,54,Yes,2.6,2.0,Offer,Not Hired,,1013,No
C4G7V85UN,Male,30,Bachelor,Public,3.4,Job Board,Andean,Customer Support Agent,Zendesk,B2,25,90.8,69,No,3.7,0.27,Offer,Not Hired,,1049,No
CEDO3SRIU,Female,46,High School,Public,5.1,LinkedIn,Europe,Senior Support Agent,Intercom,B2,32,84.7,63,Yes,4.6,1.2,Offer,Hired,47.0,1603,No
CW90V6P7N,Female,28,Master,Private,0.7,LinkedIn,APAC,Customer Support Agent,Intercom,B2,6,82.4,62,Yes,2.7,-0.27,Offer,Not Hired,,904,No
CEPEE52H4,Female,23,Bachelor,Private,0.0,Career Site,Andean,Customer Support Agent,Intercom,C1,2,83.2,44,Yes,4.5,0.77,Offer,Not Hired,,1127,Yes
CCKZK05CA,Male,51,Bachelor,Public,9.0,Job Board,Andean,Customer Support Agent,Freshdesk,B2,70,97.4,66,Yes,3.6,0.34,Offer,Not Hired,,1001,No
C7SSQPYUF,Male,31,Bootcamp,Public,2.1,Job Board,Andean,Customer Support Agent,Zendesk,C2,18,83.6,72,Yes,3.3,1.02,Offer,Hired,34.0,1211,No
CWYEN2WEB,Female,42,Bachelor,Public,3.4,LinkedIn,Pacific,Customer Support Agent,Salesforce,C2,30,78.2,60,No,3.6,0.07,Offer,Not Hired,,1185,Yes
CUQ8S7HQF,Female,45,Bachelor,Public,2.8,LinkedIn,Europe,Customer Support Agent,Zendesk,C1,24,67.0,60,No,3.6,1.65,Offer,Hired,31.0,1368,No
CUGRMGDS8,Male,50,Bachelor,Public,5.2,Referral,North America,Senior Support Agent,Zendesk,C1,34,70.9,40,Yes,4.6,-1.09,Offer,Not Hired,,1646,No
CHOI3O9IC,Female,42,Bachelor,Private,8.4,Job Board,Andean,Customer Support Agent,Freshdesk,B2,66,78.9,68,No,3.7,1.1,Offer,Not Hired,,967,Yes
CUX955WMP,Male,45,Bachelor,Private,5.3,Referral,Pacific,Customer Support Agent,Zendesk,B2,45,81.6,76,Yes,3.7,0.36,Offer,Hired,31.0,857,No
CEPNBHTN9,Non-binary,49,Master,Private,0.0,LinkedIn,Andean,Customer Support Agent,Zendesk,B2,9,77.6,59,Yes,3.0,-0.67,Offer,Not Hired,,1462,No
CR8XBHZTK,Male,53,Master,Public,0.2,LinkedIn,Pacific,Senior Support Agent,Zendesk,C1,0,84.8,48,No,3.9,2.0,Offer,Not Hired,,1869,No
CS6NBL714,Male,20,Bootcamp,Public,2.8,Job Board,Pacific,Customer Support Agent,Intercom,B1,26,77.7,53,No,2.6,1.91,Offer,Not Hired,,986,No
C6EKCA47F,Male,46,Bootcamp,Private,3.1,Job Board,North America,Senior Support Agent,Other,B2,30,75.0,50,No,3.4,-1.62,Offer,Not Hired,,2132,No
CZTC65UZO,Male,25,Master,Public,0.0,LinkedIn,North America,Customer Support Agent,Freshdesk,B1,0,86.9,51,Yes,5.0,0.41,Offer,Hired,34.0,1324,No
C2Q9CG8KL,Female,51,PhD,Public,5.9,LinkedIn,Europe,Senior Support Agent,Zendesk,C1,54,93.5,63,Yes,1.5,0.89,Offer,Not Hired,,1355,No
C2GSKH8HD,Female,20,Master,Private,1.0,LinkedIn,Andean,Senior Support Agent,Salesforce,C1,15,73.3,58,No,3.5,0.65,Offer,Not Hired,,1508,Yes
CY5EZT3E9,Male,28,High School,Private,7.7,LinkedIn,Europe,Customer Support Agent,Zendesk,B1,70,84.6,67,No,3.5,1.61,Offer,Hired,39.0,1078,No
CW4N7WE72,Female,26,Bachelor,Private,8.5,Job Board,Andean,Customer Support Agent,Other,B2,71,67.5,59,No,3.1,1.43,Offer,Not Hired,,923,No
CKTNT86H8,Male,41,High School,Public,3.2,LinkedIn,Caribbean,Customer Support Agent,Freshdesk,B2,40,70.6,45,No,3.2,0.49,Offer,Not Hired,,1084,No
CPZ1RQQ5N,Male,19,Master,Private,4.9,Job Board,Europe,Senior Support Agent,Zendesk,C1,36,77.6,49,Yes,3.4,2.0,Offer,Hired,24.0,1882,No
CKNHOED0C,Non-binary,19,Bachelor,Public,0.6,Job Board,North America,Senior Support Agent,Freshdesk,B1,18,91.3,48,No,3.1,1.09,Offer,Not Hired,,1350,No
CU20QG74W,Female,37,Bachelor,Public,5.4,Recruiting Agency,Andean,Customer Support Agent,Zendesk,B1,48,76.3,53,No,3.5,-0.07,Offer,Not Hired,,1148,No
CDBLF4HK9,Male,54,Bachelor,Public,2.5,Career Site,Pacific,Customer Support Agent,Salesforce,C1,28,75.8,77,Yes,3.0,-0.25,Offer,Hired,25.0,1293,No
C3HNSX759,Male,38,Bachelor,Private,1.0,LinkedIn,North America,Customer Support Agent,Zendesk,C1,6,82.3,78,Yes,4.7,1.37,Offer,Hired,27.0,1166,No
CBIUBMF7C,Female,35,Bachelor,Public,3.0,LinkedIn,APAC,Customer Support Agent,Salesforce,C1,29,82.6,65,No,3.1,-0.46,Offer,Hired,16.0,1088,No
CFHFUN6JT,Male,43,High School,Private,2.6,Referral,North America,Customer Support Agent,Salesforce,C1,29,76.0,56,Yes,3.7,-0.12,Offer,Not Hired,,990,No
CXW2HS25W,Male,39,Bachelor,Private,3.0,Job Board,Andean,Customer Support Agent,Salesforce,C2,17,98.1,39,No,2.8,0.03,Offer,Not Hired,,1237,No
CX5W8EMED,Prefer_not_to_say,33,Master,Private,6.3,LinkedIn,Pacific,Customer Support Agent,Salesforce,B2,49,80.4,58,No,4.0,0.57,Offer,Hired,28.0,906,No
CQIOPW84N,Male,40,Bachelor,Public,1.8,Referral,Andean,Senior Support Agent,Zendesk,B2,2,82.9,46,Yes,3.8,0.08,Offer,Not Hired,,1762,No
CL1ETPGWL,Female,19,Bachelor,Private,8.3,LinkedIn,Andean,Senior Support Agent,Freshdesk,C2,65,79.4,75,Yes,3.6,-0.94,Offer,Hired,26.0,1707,No
CGXGYFP3I,Male,28,Master,Public,0.4,LinkedIn,North America,Senior Support Agent,Salesforce,B1,0,85.5,36,No,2.6,1.3,Offer,Not Hired,,1987,No
C1Z6GZ71G,Male,43,Master,Public,8.0,Job Board,Europe,Customer Support Agent,Zendesk,C1,63,92.5,60,Yes,2.8,-0.11,Offer,Not Hired,,1004,No
C3DVRTSBS,Female,31,Bootcamp,Public,1.2,Job Board,Andean,Senior Support Agent,Zendesk,B1,27,95.6,45,No,4.5,2.0,Offer,Hired,38.0,1573,No
C7PJ9DRSR,Female,21,Bootcamp,Private,3.8,Job Board,Europe,Customer Support Agent,Zendesk,B2,41,76.3,55,Yes,2.8,0.52,Offer,Not Hired,,895,No
C7P9C0VII,Female,23,Bachelor,Private,2.5,Career Site,North America,Customer Support Agent,Zendesk,B1,11,90.9,63,No,3.7,1.39,Offer,Hired,22.0,1172,No
CZWWBV9AQ,Female,51,Bachelor,Private,2.9,LinkedIn,Europe,Customer Support Agent,Salesforce,C1,27,86.7,67,Yes,2.6,0.82,Offer,Hired,34.0,1030,No
CR6KRZC23,Male,31,Bootcamp,Public,5.9,LinkedIn,Andean,Senior Support Agent,Freshdesk,C1,52,90.3,54,Yes,4.0,1.43,Offer,Hired,23.0,1480,No
CZX026PQW,Female,19,Bootcamp,Public,7.7,Referral,Pacific,Customer Support Agent,Intercom,B1,60,81.9,64,No,2.8,0.76,Offer,Not Hired,,973,No
CG41WKMPX,Male,45,Bootcamp,Public,6.9,Job Board,Andean,Senior Support Agent,Other,B1,56,81.1,47,Yes,2.6,0.46,Offer,Not Hired,,1837,No
C2Y78ZNVP,Female,38,Bachelor,Private,2.7,Job Board,Andean,Senior Support Agent,Zendesk,B2,23,89.7,58,Yes,2.8,1.23,Offer,Not Hired,,1419,No
CW3NSB0RQ,Male,35,Bachelor,Private,4.3,LinkedIn,Caribbean,Senior Support Agent,Salesforce,B2,26,89.9,67,Yes,2.9,2.0,Offer,Hired,35.0,1441,No
CTHV0MENH,Female,52,Bootcamp,Private,1.8,Recruiting Agency,Caribbean,Senior Support Agent,Zendesk,B2,8,94.6,59,No,3.6,0.01,Offer,Not Hired,,1929,Yes
CNWE0I60J,Male,30,Master,Public,1.2,Referral,Andean,Senior Support Agent,Zendesk,C2,11,83.7,49,No,3.3,0.97,Offer,Not Hired,,1658,No
CUDD82FKH,Female,40,Bachelor,Public,0.8,Referral,Andean,Customer Support Agent,Zendesk,B1,7,81.2,52,Yes,2.5,0.25,Offer,Not Hired,,1258,No
COKLTG501,Male,46,Bachelor,Private,2.7,Job Board,APAC,Customer Support Agent,Zendesk,B2,17,62.5,67,Yes,3.3,0.71,Offer,Not Hired,,1041,No
CGZ4G1M2R,Female,41,Bachelor,Public,4.4,Career Site,Europe,Senior Support Agent,Zendesk,B2,30,69.4,42,Yes,2.5,0.29,Offer,Not Hired,,1700,No
C2FOJILNE,Female,26,Master,Public,0.0,Job Board,Caribbean,Customer Support Agent,Freshdesk,B2,0,78.8,44,No,3.8,-1.69,Offer,Not Hired,,1126,Yes
CZT3ZFCPR,Male,44,Master,Public,3.7,Recruiting Agency,APAC,Customer Support Agent,Zendesk,B2,35,73.5,62,Yes,3.9,0.07,Offer,Hired,28.0,1329,No
CI2U0D3HQ,Male,46,Bachelor,Public,7.7,LinkedIn,Andean,Senior Support Agent,Zendesk,C1,61,89.1,50,No,3.3,1.15,Offer,Hired,25.0,2033,No
CP3JIMMGG,Non-binary,23,High School,Public,6.7,Job Board,Pacific,Customer Support Agent,Intercom,C1,63,72.1,38,Yes,3.5,-0.44,Offer,Not Hired,,1290,No
CIQMOZI61,Female,25,Bachelor,Private,2.3,Career Site,Europe,Senior Support Agent,Zendesk,C1,14,78.1,71,No,4.5,1.08,Offer,Not Hired,,1540,Yes
CGLGJNEAP,Female,43,Bootcamp,Private,0.2,Referral,Pacific,Customer Support Agent,Salesforce,B2,3,78.3,42,No,3.2,0.42,Offer,Not Hired,,937,No
CZK4N6IT1,Male,23,Master,Private,5.0,Referral,Andean,Senior Support Agent,Salesforce,C1,38,92.0,53,Yes,2.6,0.08,Offer,Hired,36.0,1894,No
CC7NRWXA5,Male,51,High School,Public,0.0,Recruiting Agency,Caribbean,Customer Support Agent,Intercom,C2,4,77.2,48,No,3.7,1.07,Offer,Not Hired,,1327,Yes
CW9QWP636,Female,23,PhD,Private,6.7,LinkedIn,North America,Customer Support Agent,Freshdesk,C1,49,86.1,51,Yes,2.5,0.86,Offer,Not Hired,,1292,No
CS2MQ1CZA,Male,55,Bachelor,Public,3.2,Referral,North America,Senior Support Agent,Intercom,C2,37,83.9,44,No,3.2,0.63,Offer,Hired,22.0,1703,No
CURQRROQU,Male,43,Bachelor,Public,8.6,Career Site,Pacific,Customer Support Agent,Intercom,B2,59,89.8,64,Yes,2.9,1.16,Offer,Hired,23.0,1220,No
C1TX49DZI,Male,35,Master,Public,0.0,Career Site,Pacific,Customer Support Agent,Salesforce,C2,10,88.9,56,Yes,2.8,0.43,Offer,Hired,37.0,1223,No
CH2C419Y5,Female,28,High School,Public,6.2,Recruiting Agency,Andean,Customer Support Agent,Other,C1,50,82.2,67,Yes,3.1,-1.23,Offer,Hired,21.0,1125,No
CE6FLEO0J,Female,31,Master,Private,3.5,Career Site,North America,Customer Support Agent,Zendesk,C1,31,68.7,48,Yes,3.9,-0.09,Offer,Not Hired,,1132,No
C3VW7PM9U,Female,46,Bootcamp,Private,2.9,LinkedIn,Andean,Customer Support Agent,Intercom,C1,31,80.5,81,No,4.1,-1.37,Offer,Hired,20.0,1116,No
CWKHGIH0C,Male,46,Master,Public,0.2,Career Site,Europe,Customer Support Agent,Salesforce,C2,7,81.9,32,No,3.9,0.84,Offer,Hired,47.0,970,No
CW81OC4AY,Female,26,Bachelor,Private,5.3,Referral,North America,Senior Support Agent,Zendesk,B2,38,84.7,36,Yes,3.5,1.06,Offer,Not Hired,,1525,Yes
CYG0GI39J,Male,39,High School,Public,5.6,Job Board,Pacific,Customer Support Agent,Freshdesk,C1,48,76.6,76,Yes,3.1,1.1,Offer,Hired,32.0,984,No
C761FKY93,Male,55,Master,Public,8.4,Referral,North America,Customer Support Agent,Intercom,C1,78,91.9,61,No,1.6,0.69,Offer,Not Hired,,836,No
CPI8JM8UJ,Male,28,High School,Private,6.4,Career Site,Andean,Customer Support Agent,Intercom,C1,46,82.6,59,Yes,3.6,1.12,Offer,Not Hired,,1124,No
CAP9PZJ11,Female,44,Bootcamp,Private,2.3,Job Board,Caribbean,Customer Support Agent,Zendesk,C1,31,74.9,60,Yes,1.7,-1.17,Offer,Not Hired,,1093,No
CV1UN044H,Female,25,Master,Private,1.2,Career Site,Pacific,Customer Support Agent,Zendesk,B1,12,78.5,62,No,2.0,0.15,Offer,Not Hired,,1226,No
CYAUUN95B,Male,49,Bachelor,Public,0.2,LinkedIn,Pacific,Team Lead,Zendesk,B2,0,97.4,59,Yes,3.2,-1.02,Offer,Not Hired,,2854,No
CHH6S031D,Male,25,Master,Public,7.6,LinkedIn,North America,Senior Support Agent,Freshdesk,B2,55,87.9,43,Yes,3.5,-0.07,Offer,Not Hired,,2038,No
CFOM0FNIG,Non-binary,30,Bachelor,Public,1.8,Referral,APAC,Customer Support Agent,Salesforce,C1,13,90.5,65,Yes,3.0,1.7,Offer,Hired,22.0,1334,No
CGHUOPR05,Female,35,Bachelor,Public,7.6,LinkedIn,Caribbean,Senior Support Agent,Salesforce,C1,49,74.2,63,Yes,4.4,1.23,Offer,Not Hired,,1507,Yes
CSX0YE9FO,Male,32,Bachelor,Public,5.2,Job Board,Caribbean,Customer Support Agent,Zendesk,C1,39,76.9,72,No,3.6,0.85,Offer,Not Hired,,864,Yes
CXOI7CI90,Female,25,Bootcamp,Public,4.7,LinkedIn,North America,Customer Support Agent,Zendesk,C1,36,76.9,76,No,3.1,0.09,Offer,Not Hired,,1254,No
CD18DOQEH,Female,42,PhD,Public,3.0,Job Board,Caribbean,Senior Support Agent,Salesforce,C1,18,83.7,59,No,4.3,-0.64,Offer,Not Hired,,2052,Yes
CGGOQIKG2,Female,19,Bootcamp,Public,5.5,LinkedIn,Andean,Customer Support Agent,Intercom,B1,48,81.1,40,Yes,4.4,0.42,Offer,Not Hired,,1357,Yes
CH6T2WJVJ,Male,55,Bachelor,Private,3.8,LinkedIn,APAC,Customer Support Agent,Freshdesk,C1,29,78.4,76,No,3.7,1.25,Offer,Hired,24.0,1180,No
CEJJEA7SO,Female,20,Bachelor,Public,2.8,Job Board,Europe,Senior Support Agent,Zendesk,C2,19,79.3,43,No,2.8,0.62,Offer,Not Hired,,1191,No
C7IO4WOJB,Female,31,Bachelor,Public,5.6,Referral,APAC,Customer Support Agent,Zendesk,C1,43,76.1,59,No,2.9,-1.18,Offer,Not Hired,,1160,No
CDF2XP2FH,Male,53,Bachelor,Private,3.4,LinkedIn,Andean,Customer Support Agent,Salesforce,C2,29,80.9,52,No,2.3,0.34,Offer,Not Hired,,1192,No
CO7W4I4CI,Male,24,Master,Private,1.7,LinkedIn,Andean,Customer Support Agent,Intercom,C2,14,91.0,50,No,3.3,-1.47,Offer,Not Hired,,1307,No
CSB45TLDW,Female,21,Master,Public,5.4,LinkedIn,Pacific,Senior Support Agent,Zendesk,B2,39,70.3,64,No,2.6,0.97,Offer,Not Hired,,2065,No
CT1VEE2F7,Female,46,Master,Public,3.6,Job Board,APAC,Senior Support Agent,Salesforce,C1,30,85.1,58,No,3.1,-0.37,Offer,Not Hired,,1932,No
CD09PC5GS,Male,21,Bachelor,Public,5.1,LinkedIn,Andean,Senior Support Agent,Intercom,B2,40,93.4,61,No,3.5,-0.85,Offer,Hired,24.0,1550,No
C90B3F0WK,Female,52,Bachelor,Private,2.6,Referral,Andean,Customer Support Agent,Salesforce,B2,14,80.7,45,Yes,1.9,0.99,Offer,Not Hired,,930,No
CPE9ILSYS,Female,35,High School,Public,0.7,Job Board,Andean,Senior Support Agent,Freshdesk,B2,4,77.8,53,No,2.4,0.75,Offer,Not Hired,,1836,No
CSU4O3286,Male,51,Master,Public,8.3,Referral,Europe,Customer Support Agent,Freshdesk,B2,70,90.1,46,No,2.9,0.46,Offer,Hired,31.0,969,No
C2I10KYJS,Female,28,Bachelor,Private,7.8,Job Board,Europe,Customer Support Agent,Salesforce,B1,66,74.8,53,Yes,3.3,2.0,Offer,Not Hired,,1343,No
C2GM2Q8AZ,Male,24,Bachelor,Private,6.1,LinkedIn,North America,Customer Support Agent,Other,C1,47,82.3,54,Yes,3.0,0.82,Offer,Not Hired,,819,No
C37F9OMMW,Female,54,Bootcamp,Public,2.8,Career Site,Andean,Senior Support Agent,Other,B1,26,73.9,77,Yes,3.1,-0.33,Offer,Not Hired,,1845,No
CXRC9HDVO,Female,47,Master,Public,3.0,Referral,North America,Customer Support Agent,Salesforce,B2,18,67.2,52,No,2.8,0.72,Offer,Not Hired,,1153,No
CW5DKS2VN,Female,52,Master,Public,7.4,LinkedIn,Pacific,Customer Support Agent,Freshdesk,B2,54,81.3,29,Yes,2.3,-0.01,Offer,Not Hired,,1066,No
CV9R52KI1,Female,30,Master,Public,2.9,Career Site,Andean,Customer Support Agent,Zendesk,B2,22,72.1,72,Yes,2.9,1.39,Offer,Not Hired,,947,No
CHMIVKX73,Female,33,High School,Public,2.2,Job Board,Caribbean,Customer Support Agent,Zendesk,C1,27,82.2,60,Yes,3.2,0.5,Offer,Hired,24.0,760,No
C8AQH7ZLU,Female,40,PhD,Private,8.7,Job Board,North America,Team Lead,Salesforce,B2,71,91.6,53,Yes,3.1,0.59,Offer,Not Hired,,2209,No
CVRRBQM35,Non-binary,35,Bachelor,Private,3.7,Career Site,Caribbean,Senior Support Agent,Zendesk,B1,28,97.1,50,No,3.4,-1.05,Offer,Not Hired,,1569,No
C1B4OO85B,Male,27,Bachelor,Private,8.4,LinkedIn,APAC,Customer Support Agent,Salesforce,C2,76,83.5,44,Yes,3.6,0.31,Offer,Hired,32.0,1283,No
CM0TJS5I0,Female,32,Bachelor,Private,0.2,Career Site,Pacific,Senior Support Agent,Salesforce,C1,0,90.2,78,Yes,3.8,0.2,Offer,Hired,17.0,1500,No
C05KHTTO2,Male,41,Bachelor,Public,5.1,Job Board,Caribbean,Customer Support Agent,Other,C1,54,85.7,56,Yes,2.9,-0.67,Offer,Not Hired,,1175,No
C2I2IOAM8,Male,20,Bachelor,Public,9.2,Referral,North America,Senior Support Agent,Salesforce,C1,71,79.6,34,No,2.2,0.05,Offer,Not Hired,,1370,No
CPZDWN07T,Male,31,Bachelor,Private,3.9,LinkedIn,North America,Customer Support Agent,Freshdesk,B1,25,66.9,59,No,4.2,0.64,Offer,Not Hired,,1179,No
CDREQCXLH,Female,29,Bachelor,Public,3.1,LinkedIn,Andean,Customer Support Agent,Freshdesk,C1,24,95.3,69,Yes,3.6,0.25,Offer,Hired,42.0,731,No
CA543CM8U,Female,21,Bachelor,Public,0.8,Career Site,North America,Customer Support Agent,Other,B2,5,73.7,57,Yes,2.6,-1.02,Offer,Not Hired,,1446,No
CEFJ9G6Y7,Female,23,Master,Public,6.6,LinkedIn,Andean,Customer Support Agent,Zendesk,B2,48,93.5,44,No,3.5,0.0,Offer,Not Hired,,1077,Yes
C3L3GKHED,Female,37,Bachelor,Private,1.8,LinkedIn,Caribbean,Customer Support Agent,Zendesk,B1,30,86.6,43,No,4.0,-0.17,Offer,Not Hired,,639,Yes
CGENCC9DC,Female,22,Bachelor,Private,3.6,Job Board,North America,Customer Support Agent,Other,C1,31,74.5,44,No,4.5,0.42,Offer,Not Hired,,982,Yes
CBET30UD1,Male,31,Bootcamp,Public,0.6,Job Board,North America,Team Lead,Intercom,B2,8,84.6,73,Yes,3.5,0.33,Offer,Not Hired,,2085,No
CBWO5LWPS,Non-binary,39,Master,Public,7.8,LinkedIn,Caribbean,Customer Support Agent,Freshdesk,B2,60,99.7,54,No,4.0,-0.12,Offer,Not Hired,,992,Yes
C7ZOQZMGQ,Female,51,High School,Private,6.8,Career Site,Andean,Customer Support Agent,Zendesk,B1,51,94.8,35,No,2.5,-0.16,Offer,Not Hired,,1040,No
CCGP22JPF,Male,22,Bachelor,Public,3.7,Referral,North America,Customer Support Agent,Freshdesk,C1,36,78.3,60,Yes,3.3,0.31,Offer,Hired,25.0,991,No
C1I24YL8Y,Female,35,High School,Public,0.8,Career Site,Caribbean,Customer Support Agent,Salesforce,B2,0,76.3,57,No,3.1,1.12,Offer,Hired,25.0,965,No
CX45C51HL,Male,22,Bachelor,Private,7.8,LinkedIn,APAC,Customer Support Agent,Intercom,B2,56,83.4,50,No,3.5,0.5,Offer,Not Hired,,909,No
C1HQYX6EK,Male,34,Bachelor,Private,2.8,LinkedIn,North America,Customer Support Agent,Zendesk,B2,21,80.9,43,No,4.4,1.53,Offer,Hired,24.0,1236,No
C9UIKMTKW,Female,36,Bachelor,Public,0.9,Job Board,Europe,Senior Support Agent,Freshdesk,C1,15,91.7,42,No,3.5,1.27,Offer,Not Hired,,2006,Yes
CQVFW7ELY,Male,48,Bachelor,Public,0.0,LinkedIn,Pacific,Customer Support Agent,Salesforce,B2,0,87.9,68,Yes,2.6,1.6,Offer,Not Hired,,1058,No
CWYUYVC1Q,Prefer_not_to_say,35,Bachelor,Private,2.1,Job Board,Europe,Team Lead,Salesforce,C2,19,68.7,58,Yes,2.4,1.48,Offer,Not Hired,,2394,No
CBOPD9ILP,Male,53,Bachelor,Public,0.0,LinkedIn,Andean,Customer Support Agent,Zendesk,B2,0,85.7,61,Yes,4.5,1.66,Offer,Hired,28.0,914,No
C301I43QT,Male,24,High School,Private,2.2,Job Board,Caribbean,Customer Support Agent,Intercom,B1,25,80.8,58,No,3.7,-0.79,Offer,Hired,28.0,1112,No
CB18RTRCW,Male,20,Bachelor,Private,5.7,Career Site,Andean,Customer Support Agent,Zendesk,B2,36,82.7,59,Yes,3.6,0.83,Offer,Not Hired,,1138,No
CZ77R8TXV,Female,19,Bachelor,Private,2.8,Career Site,Andean,Senior Support Agent,Freshdesk,B1,27,84.3,49,Yes,3.1,1.35,Offer,Hired,31.0,1644,No
C90ECOSYR,Female,32,Bachelor,Public,4.7,Recruiting Agency,APAC,Senior Support Agent,Zendesk,B2,36,91.9,53,No,3.5,1.51,Offer,Not Hired,,1801,Yes
